Date,XLK,XLF,XLV,XLE,XLI,XLP,XLY,XLU,XLRE,XLB,XLC,SPY,IWM,MDY,VTV,VUG,MTUM,QUAL,SIZE,USMV,EFA,EEM,VGK,EWJ,FXI,EWY,INDA,EWZ,EWG,EWU,AGG,TLT,IEF,SHY,LQD,HYG,MUB,TIP,EMB,BND,GLD,SLV,USO,UNG,DBA,VNQ,GSG,PDBC,IAU,GDX,VXX,VIXY,SVXY
2018-06-20,0.0021003236761707456,-0.002559515901015552,0.00212116931659323,0.004415184199071387,0.0006827663104269632,0.000979556621548694,0.004741387070517078,0.0007972370597957301,0.010793821757138167,-0.003248493040634459,0.012409843697711365,0.0017057851329913554,0.008066167357618781,0.0049149347440884394,-0.0003780217392196361,0.004501807826263526,0.005466988448340038,-0.0010524254127894928,0.0015238198349674104,-0.0005594601721783388,0.0007406547440613753,0.0043279522474017895,0.00017357675353979474,0.000340193122983834,-0.00555934904974642,0.007367113062025865,0.00569194244124871,-0.005501056310671992,-0.0009740305402902161,0.0005761407803233087,-0.0018865482540304512,-0.008762138713777401,-0.00323044580258558,-0.00047972977484034285,-0.005584601326958261,0.001046015992363536,-0.000458707277190995,-0.0027597985361689226,0.002165886121580085,-0.0022773425645712386,-0.004470206141435118,-0.0013020510765872073,0.010654443378274259,0.016067698699559152,0.00441974476870266,0.011153308963051334,0.0,-0.002222449993070641,-0.004088245211119945,-0.00589553183900049,-0.02280826253257373,-0.02218934961328789,0.009489059580351178
2018-06-21,-0.007683825329725225,-0.002932334199761466,-0.00576204371126432,-0.01851611766941974,-0.012554517115588415,0.001956289529762678,-0.007123096690732966,0.0033845087443002964,0.005967121920214202,-0.010634825195965147,-0.0061288232004830245,-0.006268710610361938,-0.009354697857813843,-0.007007069207004224,-0.005482689048051603,-0.008053738522626475,-0.00920857827741417,-0.0076095984911711545,-0.005851346455072348,-0.002800413050548234,-0.007103804207387432,-0.014062114268746706,-0.008503954924472756,-0.0037408517407865327,-0.023702988642951395,-0.01886793288166211,-0.005659727597530417,-0.020282888395701915,-0.013974691642610892,-0.006620725588392773,0.00028350818865119365,0.005253167958750193,0.0026514152721306417,0.0006001924364980038,-0.0007899520057519371,-0.00209063708130397,0.001285189217508087,0.001784875115230733,0.003665651303786266,0.0005072780179284919,-0.001746208886931222,0.0013037486238864915,0.0022590878952370996,0.0029130126019147884,-0.0027502295392040077,0.004763219734536195,-0.003523274860350867,-0.006681270729120392,-0.002463110500314114,-0.0004563369064805034,0.0660641608539787,0.06580935816245392,-0.031814864989919145
2018-06-22,-0.003238154907750368,-0.0047792080383768365,0.004494658379814664,0.019951296127152407,0.003454757178781076,0.00820164038236193,-0.0017037723547675965,0.006944473503516013,0.008741836042623685,0.014563319381807327,0.004376358896070132,0.0018230067326407973,-0.003325664983483856,0.0008579512121356103,0.0031361796576894196,-0.00046584813562000615,-0.00725871250381982,0.0007079756367369683,0.005650050474230506,0.0035570098917732107,0.010583017046792875,0.010351820284687951,0.013566551122904835,0.00494945425700033,0.012368478694445795,0.014907427361142034,0.01168365566484253,0.0050188719192982845,0.009558334244042399,0.016517036764943205,0.000945234948658058,-8.23413201819223e-05,0.00019603960923486596,0.00012048330278013886,0.0012296596883005773,0.00011607419499548577,-0.0010088626519045851,0.0014255454052007899,0.0056171925760992725,0.0006337309612600706,0.0024156041546103957,0.00911460588880253,0.05334335204832552,-0.009543549319325884,0.004412549909041497,0.007859190798249927,0.025338852243641075,0.02017946340759491,0.0024691923940272087,0.012323139387232063,-0.026015767713141846,-0.0269693964341865,0.010455518002899122
2018-06-25,-0.020762946347187228,-0.01071321172434081,-0.009184392735135383,-0.020093128860569576,-0.01267030442958128,0.005035484497120546,-0.021739374861521443,0.016551566249379812,-0.002476043999125488,-0.01555024248968373,-0.020598090027231564,-0.013612488834190528,-0.016326981668060903,-0.014266704186402746,-0.00848332198691204,-0.019246033003886165,-0.022469864491542424,-0.012731240224392648,-0.009364147192152839,-0.003917116463583725,-0.013864329589214464,-0.013433243213812118,-0.014441593033419076,-0.013586780849887403,-0.021493363855023095,-0.003819044115367931,-0.01302933798396122,0.008738983343519635,-0.01730333005472351,-0.02052458577118954,-0.0005671220121100662,0.0022398994761634317,0.001371386916104278,0.00035957618671167424,-0.0009652671135812474,-0.0023280843104199755,0.0003674213752005162,0.0004450475840716006,-0.004562185283586095,-0.00012693010768349833,-0.0037393797734436296,-0.008387104157478564,-0.017831668462005013,-0.005446211292190695,-0.01592519317858665,-0.00259915622137874,-0.014942542217354249,-0.010989116333495197,-0.003284069035370152,-0.007664462200240529,0.1434573476313501,0.14587891400164676,-0.07021432579559383
2018-06-26,0.0040387135321238166,-0.0033609077022125344,-0.003089705735957682,0.012629035201410233,0.003765969858379181,-0.004239769723974329,0.007162623586957961,0.0011629388115057537,0.005274710457772835,0.003818582287687722,0.001658170393024072,0.0022138378108360612,0.005815091931055338,0.0015426850439748119,-0.0004807065060649096,0.004889148454098491,0.00466655193721599,0.0011634190295053415,0.0019862831610166776,-0.00092299849348354,0.0017946000171207288,-0.003923389379337006,-0.0008935417313951088,0.005853757820167393,-0.0011560667164488558,-0.003686144964905047,-0.0012000649335998093,-0.005259752299722642,-0.0036544522578686456,0.0034924089474164255,0.001605633406158491,0.0014072731192429355,0.0004886227230664897,0.0,0.0033363458391573175,-0.00011653018399915283,-0.00018351670807459364,0.0014229687958238202,-0.0014028540732302641,0.0016461574057475836,-0.0052547940330739396,-0.0026024698861975004,0.03631081941744552,0.0037910763881887632,-0.0016741867732014137,0.003226513985054469,0.015169208759649111,0.009444355535904059,-0.005766115858228726,-0.002725887210692335,-0.04094481945067152,-0.04105672792132953,0.019872814110983628
2018-06-27,-0.0136471548539564,-0.012364036435523862,-0.00846336740971465,0.013410092200675683,-0.008060038575160355,-0.002128597107625918,-0.012946671310926972,0.004840398353119335,-0.0027778679975892784,-0.003112458285921882,-0.008721456827183505,-0.008284308542774288,-0.016020167479434022,-0.010922385497411424,-0.006059355417994738,-0.01139696497619802,-0.01393432623242341,-0.009704126397062085,-0.0098527904096255,-0.007161419973605865,-0.009405907665443358,-0.01923090116977122,-0.008585345750647844,-0.006675819114633441,-0.028009299259948883,-0.011543542796350614,-0.019525508313835704,-0.03577003246625621,-0.010670223559098635,-0.006380575181021975,0.0017916965861133338,0.009423956034360303,0.003812532456675566,0.0005999750539520399,0.0034132226498204687,-0.0021009000158459523,0.0014684874933097447,0.003285253103151309,-0.001966898551599816,0.002403158152086693,-0.005701830395735019,-0.013698632693548318,0.026629232556181215,0.015526682350734067,-0.007266736199752488,-0.0038347257348040342,0.01321836478613414,0.005503580080016723,-0.005799477762558292,-0.00637838457354023,0.05363982034384063,0.05708600366373018,-0.025720960691224315
2018-06-28,0.012234189208313984,0.0087254118385236,0.0013224107349394387,-0.0013232781172289876,0.0014012875259805657,0.0,0.007851499181896315,-0.00038511533834972855,0.009904025211287859,0.0038159331187681556,0.00997956283039314,0.005717310699395295,0.00306050593420526,0.0040492549962865,0.004257465947518968,0.00856216581998237,0.011268002816309464,0.0071375336253989285,0.0045556674545437215,0.007403047414040742,0.003768012268786647,0.008504549948531226,0.0019846229424422823,0.001206307374892246,0.008811923654299836,0.0013472382425316898,-0.002144557705910488,0.028709762715144027,-0.004718465911913938,0.00700535198278196,-9.379458240355021e-05,0.0002455379659238588,-0.0009739410311099261,0.0,-0.0013077126196043842,-0.0028058587796492285,-0.000916153546559495,-0.0013275190019438332,0.0019707748658288615,-0.0007565690377620005,-0.00303593021413906,-0.0033068909466472673,0.014334473966903793,-0.011157043357501006,0.0005632105400501519,0.008940914747475048,0.002268911935989326,0.0,-0.002499977747599247,0.005502147163212179,0.01818183799842732,-0.015070605315443464,0.007200012207031259
2018-06-29,-0.00043187112258680216,0.0,0.002040979475216087,0.006227774148114262,0.0020980833093211526,-0.0005820344120095466,0.0017410987246162524,0.0015416091735263038,0.0024519109960190466,0.0034562111584257593,-0.0012100912044421541,0.0014398949848368758,-0.0006713122223476198,0.0011844255295980766,0.00048199538297288846,0.0014037303852736382,0.0019181319590948487,0.0024024180250039606,0.00584800399906138,0.0016957908844315028,0.005555544234568277,0.014992005839998379,0.010622886032098933,-0.0032699566670506552,0.014400128398903922,0.012410515358988183,0.02210631201074653,0.005017115590431498,0.01523858047274107,0.008115958310670468,0.0008469841236000697,-0.0034389151114945227,-0.000779629682968852,-0.00023963101126434072,0.0005236832428561211,-0.0023451497150711598,0.0004585389796492034,0.0003544585125965227,9.335373764640664e-05,-0.00025216116120785337,0.003637288959023266,0.0053085550979494744,0.013459001854659203,-0.009611347233730805,0.014631555433079368,0.002461620039414303,0.013582329942383398,0.010399638414791523,0.0041771252814912785,0.017327716000977267,-0.05816333034742449,-0.027095950491676346,0.010325664246651822
2018-07-02,0.008924909547862514,0.0048890951487359224,0.003115249646810314,-0.014748558176330251,0.0022338731387583355,-0.00582175562419196,0.001372524966175348,0.007120835766736722,-0.005808486823536629,-0.0053382833802307905,0.006258997442937453,0.0021380238593204925,0.006899638170209332,0.00011252561580721299,0.001444847054350884,0.0037377832972593783,0.004284151368598499,0.00023982820758816636,-0.006525594992818573,0.0015052347159620894,-0.00910836574424867,-0.009924183976737333,-0.008017006674333915,-0.015886758045648652,-0.0204794618080969,-0.021857941295256422,-0.008110658683719851,-0.005615964956480424,-0.00500328388021043,-0.011788499906439931,-0.0009518843538169897,-0.0007818268420022312,-0.0006839461437728733,-0.0001203821244917247,0.00013117741133639171,0.000956086329246153,-0.00034060766362187245,0.00036469152533080695,-3.6557566974848577e-05,-0.0006208333223575169,-0.010029518972628937,-0.015841569449587034,-0.00664013138668107,-0.019831274496753704,-0.020521495635494658,-0.005525106437775151,-0.013958682419314639,-0.01895987105972541,-0.009983430504438173,-0.010309127551834218,0.022210280341000033,0.004914809764104744,0.0
2018-07-03,-0.011842325115646979,-0.008982353655214603,0.0023887530857436,0.0062813830686980765,-0.0032038922891785004,0.0023425015666569404,-0.005025220278022879,0.0028665551528839206,0.005842422457397856,-0.001731357842240766,-0.012239024480263483,-0.003531376132645536,0.003986879084446837,0.0026191247376383675,-0.001346707922115442,-0.006716669777820816,-0.008169104439312291,-0.0015573948335392274,0.0022692301046967067,0.0005634313965670046,0.003013841838748199,0.0006994443349819246,0.0046695583605060875,-0.0012283965433559363,-0.00023726467419971087,-0.007398522097597948,0.004845643250656728,0.021336530698838674,0.003352244385093295,0.0032005345462347012,0.002075619203297574,0.0053562795169244115,0.0025422870230722427,0.00036065188904865764,0.003676386767781592,0.00011794728542646737,0.00211540367920926,0.0021340368914450902,0.00319705557056027,0.0020264798640579063,0.01013112932642235,0.008048282145348917,-0.002673794234694493,0.009040077312075345,0.0005662783687181427,0.00753085355297145,0.0,-0.005521915737234373,0.009243749065358964,0.017662936971094556,0.0,0.007825216175290972,-0.0015723629987268728
